experiment,method,n_views,n_objects,sde_ref_mean,sde_ref_min,sde_ref_max,f1_ref
axis_v00_p3_hdbscan_ms3,svd_sde,6,599,0.02565815436497794,5.731351126419552e-05,0.38594101857844376,
axis_v00_p3_hdbscan_ms5,ransac_svd,1,98,0.03471934921795717,0.0004211253977409208,0.23426269803815536,
axis_v00_p3_hdbscan_ms5,ransac_svd,14,710,0.04077812459658803,3.9931776116735855e-05,0.4666975162620782,
axis_v00_p3_hdbscan_ms5,ransac_svd,26,575,0.04508016741545148,3.372236026376975e-05,0.5383327725960126,
axis_v00_p3_hdbscan_ms5,ransac_svd,6,599,0.04602902269949835,0.000157516173150935,0.38730261641229013,
axis_v00_p3_hdbscan_ms5,ransac_svd_sde,1,98,0.03471934921795717,0.0004211253977409208,0.23426269803815536,
axis_v00_p3_hdbscan_ms5,ransac_svd_sde,14,710,0.04077812459658803,3.9931776116735855e-05,0.4666975162620782,
axis_v00_p3_hdbscan_ms5,ransac_svd_sde,26,575,0.04508016741545148,3.372236026376975e-05,0.5383327725960126,
axis_v00_p3_hdbscan_ms5,ransac_svd_sde,6,599,0.04602902269949835,0.000157516173150935,0.38730261641229013,
axis_v00_p3_hdbscan_ms5,svd,1,98,0.03471934921795717,0.0004211253977409208,0.23426269803815536,
axis_v00_p3_hdbscan_ms5,svd,14,710,0.023552375325125677,1.7098683128480756e-06,0.435143681555675,
axis_v00_p3_hdbscan_ms5,svd,26,575,0.02795908035357661,1.8638562568514698e-05,0.5383327725960126,
axis_v00_p3_hdbscan_ms5,svd,6,599,0.025333607534229027,5.731351126419552e-05,0.38594101857844376,
axis_v00_p3_hdbscan_ms5,svd_sde,1,98,0.03471934921795717,0.0004211253977409208,0.23426269803815536,
axis_v00_p3_hdbscan_ms5,svd_sde,14,710,0.023552375325125677,1.7098683128480756e-06,0.435143681555675,
axis_v00_p3_hdbscan_ms5,svd_sde,26,575,0.02795908035357661,1.8638562568514698e-05,0.5383327725960126,
axis_v00_p3_hdbscan_ms5,svd_sde,6,599,0.025333607534229027,5.731351126419552e-05,0.38594101857844376,
axis_v00_p5,ransac_svd,1,116,0.033675024544021076,6.47434262180844e-05,0.2352862539778652,
axis_v00_p5,ransac_svd,14,732,0.05304949440653696,3.3305321817414243e-06,0.49809116455670793,
axis_v00_p5,ransac_svd,26,628,0.0560359319811603,1.2230663164872881e-05,0.5369767053440856,
axis_v00_p5,ransac_svd,6,644,0.046269100816560285,1.5801392404259382e-05,0.3806944954065095,
axis_v00_p5,ransac_svd_sde,1,116,0.033675024544021076,6.47434262180844e-05,0.2352862539778652,
axis_v00_p5,ransac_svd_sde,14,732,0.05304949440653696,3.3305321817414243e-06,0.49809116455670793,
axis_v00_p5,ransac_svd_sde,26,628,0.0560359319811603,1.2230663164872881e-05,0.5369767053440856,
axis_v00_p5,ransac_svd_sde,6,644,0.046269100816560285,1.5801392404259382e-05,0.3806944954065095,
axis_v00_p5,svd,1,116,0.033675024544021076,6.47434262180844e-05,0.2352862539778652,
axis_v00_p5,svd,14,732,0.018107966628063066,1.667797857666683e-05,0.42446062149089336,
axis_v00_p5,svd,26,628,0.019791969979430956,9.259210991247742e-05,0.4487694102828797,
axis_v00_p5,svd,6,644,0.02351997340711718,4.6796103093529637e-07,0.3806944954065095,
axis_v00_p5,svd_sde,1,116,0.033675024544021076,6.47434262180844e-05,0.2352862539778652,
axis_v00_p5,svd_sde,14,732,0.018107966628063066,1.667797857666683e-05,0.42446062149089336,
axis_v00_p5,svd_sde,26,628,0.019791969979430956,9.259210991247742e-05,0.4487694102828797,
axis_v00_p5,svd_sde,6,644,0.02351997340711718,4.6796103093529637e-07,0.3806944954065095,
axis_v00_p5_cluster,ransac_svd,1,116,0.033675024544021076,6.47434262180844e-05,0.2352862539778652,
axis_v00_p5_cluster,ransac_svd,14,726,0.053721950204164974,6.470087211729529e-05,0.49809116455670793,
axis_v00_p5_cluster,ransac_svd,26,617,0.05823267399139477,4.112509991280146e-05,0.5371790345782572,
axis_v00_p5_cluster,ransac_svd,6,639,0.048523001908213244,1.3770929795998814e-05,0.4586452295904076,
axis_v00_p5_cluster,ransac_svd_sde,1,116,0.033675024544021076,6.47434262180844e-05,0.2352862539778652,
axis_v00_p5_cluster,ransac_svd_sde,14,726,0.053721950204164974,6.470087211729529e-05,0.49809116455670793,
axis_v00_p5_cluster,ransac_svd_sde,26,617,0.05823267399139477,4.112509991280146e-05,0.5371790345782572,
axis_v00_p5_cluster,ransac_svd_sde,6,639,0.048523001908213244,1.3770929795998814e-05,0.4586452295904076,
axis_v00_p5_cluster,svd,1,116,0.033675024544021076,6.47434262180844e-05,0.2352862539778652,
axis_v00_p5_cluster,svd,14,726,0.017182735167893853,5.033421402085359e-05,0.42446062149089325,
axis_v00_p5_cluster,svd,26,617,0.017053067836185248,5.032974229930505e-05,0.4487694102828797,
axis_v00_p5_cluster,svd,6,639,0.022308953730066937,8.53175370004885e-07,0.31015479424419923,
axis_v00_p5_cluster,svd_sde,1,116,0.033675024544021076,6.47434262180844e-05,0.2352862539778652,
axis_v00_p5_cluster,svd_sde,14,726,0.017182735167893853,5.033421402085359e-05,0.42446062149089325,
axis_v00_p5_cluster,svd_sde,26,617,0.017053067836185248,5.032974229930505e-05,0.4487694102828797,
axis_v00_p5_cluster,svd_sde,6,639,0.022308953730066937,8.53175370004885e-07,0.31015479424419923,
axis_v00_p5_hdbscan_ms2,ransac_svd,1,116,0.033675024544021076,6.47434262180844e-05,0.2352862539778652,
axis_v00_p5_hdbscan_ms2,ransac_svd,14,732,0.031245632753858606,1.2887393631335176e-05,0.42367245494887934,
axis_v00_p5_hdbscan_ms2,ransac_svd,26,628,0.035437714129076786,0.00013308335310957298,0.5369767053440856,
axis_v00_p5_hdbscan_ms2,ransac_svd,6,644,0.03116495729014289,7.508683189407601e-07,0.3806944954065095,
axis_v00_p5_hdbscan_ms2,ransac_svd_sde,1,116,0.033675024544021076,6.47434262180844e-05,0.2352862539778652,
axis_v00_p5_hdbscan_ms2,ransac_svd_sde,14,732,0.031245632753858606,1.2887393631335176e-05,0.42367245494887934,
axis_v00_p5_hdbscan_ms2,ransac_svd_sde,26,628,0.035437714129076786,0.00013308335310957298,0.5369767053440856,
axis_v00_p5_hdbscan_ms2,ransac_svd_sde,6,644,0.03116495729014289,7.508683189407601e-07,0.3806944954065095,
axis_v00_p5_hdbscan_ms2,svd,1,116,0.033675024544021076,6.47434262180844e-05,0.2352862539778652,
axis_v00_p5_hdbscan_ms2,svd,14,732,0.019134945325459587,1.2887393631335176e-05,0.42446062149089325,
axis_v00_p5_hdbscan_ms2,svd,26,628,0.020945659468735053,4.222922581129163e-05,0.4487694102828797,
axis_v00_p5_hdbscan_ms2,svd,6,644,0.02477935270249619,7.508683189407601e-07,0.3806944954065095,
axis_v00_p5_hdbscan_ms2,svd_sde,1,116,0.033675024544021076,6.47434262180844e-05,0.2352862539778652,
axis_v00_p5_hdbscan_ms2,svd_sde,14,732,0.019134945325459587,1.2887393631335176e-05,0.42446062149089325,
axis_v00_p5_hdbscan_ms2,svd_sde,26,628,0.020945659468735053,4.222922581129163e-05,0.4487694102828797,
axis_v00_p5_hdbscan_ms2,svd_sde,6,644,0.02477935270249619,7.508683189407601e-07,0.3806944954065095,
axis_v00_p5_hdbscan_ms3,ransac_svd,1,116,0.033675024544021076,6.47434262180844e-05,0.2352862539778652,
axis_v00_p5_hdbscan_ms3,ransac_svd,14,732,0.03292916049204663,4.0264232634727365e-05,0.4663722079641606,
axis_v00_p5_hdbscan_ms3,ransac_svd,26,628,0.03486815485476343,4.112509991280146e-05,0.4785067408770807,
axis_v00_p5_hdbscan_ms3,ransac_svd,6,644,0.03581994696550464,1.9599722480761943e-05,0.3806944954065095,
axis_v00_p5_hdbscan_ms3,ransac_svd_sde,1,116,0.033675024544021076,6.47434262180844e-05,0.2352862539778652,
axis_v00_p5_hdbscan_ms3,ransac_svd_sde,14,732,0.03292916049204663,4.0264232634727365e-05,0.4663722079641606,
axis_v00_p5_hdbscan_ms3,ransac_svd_sde,26,628,0.03486815485476343,4.112509991280146e-05,0.4785067408770807,
axis_v00_p5_hdbscan_ms3,ransac_svd_sde,6,644,0.03581994696550464,1.9599722480761943e-05,0.3806944954065095,
axis_v00_p5_hdbscan_ms3,svd,1,116,0.033675024544021076,6.47434262180844e-05,0.2352862539778652,
axis_v00_p5_hdbscan_ms3,svd,14,732,0.020921831787008745,1.667797857666683e-05,0.42446062149089336,
axis_v00_p5_hdbscan_ms3,svd,26,628,0.021753277149709142,4.14330857020174e-05,0.4487694102828797,
axis_v00_p5_hdbscan_ms3,svd,6,644,0.02444320141814232,4.6796103093529637e-07,0.3806944954065095,
axis_v00_p5_hdbscan_ms3,svd_sde,1,116,0.033675024544021076,6.47434262180844e-05,0.2352862539778652,
axis_v00_p5_hdbscan_ms3,svd_sde,14,732,0.020921831787008745,1.667797857666683e-05,0.42446062149089336,
axis_v00_p5_hdbscan_ms3,svd_sde,26,628,0.021753277149709142,4.14330857020174e-05,0.4487694102828797,
axis_v00_p5_hdbscan_ms3,svd_sde,6,644,0.02444320141814232,4.6796103093529637e-07,0.3806944954065095,
axis_v00_p5_hdbscan_ms5,ransac_svd,1,116,0.033675024544021076,6.47434262180844e-05,0.2352862539778652,
axis_v00_p5_hdbscan_ms5,ransac_svd,14,732,0.03788553127420488,4.0264232634727365e-05,0.4663722079641606,
axis_v00_p5_hdbscan_ms5,ransac_svd,26,628,0.04338385061517913,1.2230663164872881e-05,0.536909077875851,
axis_v00_p5_hdbscan_ms5,ransac_svd,6,644,0.04322515033118827,1.5801392404259382e-05,0.3806944954065095,
axis_v00_p5_hdbscan_ms5,ransac_svd_sde,1,116,0.033675024544021076,6.47434262180844e-05,0.2352862539778652,
axis_v00_p5_hdbscan_ms5,ransac_svd_sde,14,732,0.03788553127420488,4.0264232634727365e-05,0.4663722079641606,
axis_v00_p5_hdbscan_ms5,ransac_svd_sde,26,628,0.04338385061517913,1.2230663164872881e-05,0.536909077875851,
axis_v00_p5_hdbscan_ms5,ransac_svd_sde,6,644,0.04322515033118827,1.5801392404259382e-05,0.3806944954065095,
axis_v00_p5_hdbscan_ms5,svd,1,116,0.033675024544021076,6.47434262180844e-05,0.2352862539778652,
axis_v00_p5_hdbscan_ms5,svd,14,732,0.020956767007945493,1.667797857666683e-05,0.4258064647976417,
axis_v00_p5_hdbscan_ms5,svd,26,628,0.023770257745455898,9.259210991247742e-05,0.536909077875851,
axis_v00_p5_hdbscan_ms5,svd,6,644,0.024428885674770903,4.6796103093529637e-07,0.3806944954065095,
axis_v00_p5_hdbscan_ms5,svd_sde,1,116,0.033675024544021076,6.47434262180844e-05,0.2352862539778652,
axis_v00_p5_hdbscan_ms5,svd_sde,14,732,0.020956767007945493,1.667797857666683e-05,0.4258064647976417,
axis_v00_p5_hdbscan_ms5,svd_sde,26,628,0.023770257745455898,9.259210991247742e-05,0.536909077875851,
axis_v00_p5_hdbscan_ms5,svd_sde,6,644,0.024428885674770903,4.6796103093529637e-07,0.3806944954065095,
axis_v01,ransac_svd,14,535,0.03844330798015172,0.00012906766525619124,0.4131801436533365,
axis_v01,ransac_svd,26,569,0.03201770493864649,0.00028458412324047506,0.3343007258490227,
axis_v01,ransac_svd,6,351,0.03335494894447673,0.0001102075302066696,0.37005137297847784,
axis_v01,ransac_svd_sde,14,535,0.03844330798015172,0.00012906766525619124,0.4131801436533365,
axis_v01,ransac_svd_sde,26,569,0.03201770493864649,0.00028458412324047506,0.3343007258490227,
axis_v01,ransac_svd_sde,6,351,0.03335494894447673,0.0001102075302066696,0.37005137297847784,
axis_v01,svd,14,535,0.02862010877601736,0.00012906766525619124,0.3374353701824911,
axis_v01,svd,26,569,0.023132289268218642,0.0001770532903896107,0.33500101889300626,
axis_v01,svd,6,351,0.028513284366247074,0.0001102075302066696,0.37005137297847784,
axis_v01,svd_sde,14,535,0.02862010877601736,0.00012906766525619124,0.3374353701824911,
axis_v01,svd_sde,26,569,0.023132289268218642,0.0001770532903896107,0.33500101889300626,
axis_v01,svd_sde,6,351,0.028513284366247074,0.0001102075302066696,0.37005137297847784,
axis_v01_1,ransac_svd,14,583,0.03718521464426803,0.00012059862870402452,0.4031645576504395,
axis_v01_1,ransac_svd,26,579,0.031366779676884025,6.883877639203091e-05,0.3112172899375744,
axis_v01_1,ransac_svd,6,407,0.028772199997668748,0.0001102075302066696,0.21333528056248782,
axis_v01_1,ransac_svd_sde,14,583,0.03718521464426803,0.00012059862870402452,0.4031645576504395,
axis_v01_1,ransac_svd_sde,26,579,0.031366779676884025,6.883877639203091e-05,0.3112172899375744,
axis_v01_1,ransac_svd_sde,6,407,0.028772199997668748,0.0001102075302066696,0.21333528056248782,
axis_v01_1,svd,14,583,0.027013626141829828,0.00011897020814320769,0.33356621300885597,
axis_v01_1,svd,26,579,0.022595617568784823,0.000112997774305026,0.3112172899375744,
axis_v01_1,svd,6,407,0.02377859645399803,0.0001102075302066696,0.23718229081487602,
axis_v01_1,svd_sde,14,583,0.027013626141829828,0.00011897020814320769,0.33356621300885597,
axis_v01_1,svd_sde,26,579,0.022595617568784823,0.000112997774305026,0.3112172899375744,
axis_v01_1,svd_sde,6,407,0.02377859645399803,0.0001102075302066696,0.23718229081487602,
axis_v01_1_cluster,ransac_svd,14,583,0.036523040709123454,0.00012059862870402452,0.35949909407216013,
axis_v01_1_cluster,ransac_svd,26,579,0.031875544401570595,0.00014206516569725938,0.3112172899375744,
axis_v01_1_cluster,ransac_svd,6,407,0.028819713395849454,0.0001448433288219383,0.21333528056248782,
axis_v01_1_cluster,ransac_svd_sde,14,583,0.036523040709123454,0.00012059862870402452,0.35949909407216013,
axis_v01_1_cluster,ransac_svd_sde,26,579,0.031875544401570595,0.00014206516569725938,0.3112172899375744,
axis_v01_1_cluster,ransac_svd_sde,6,407,0.028819713395849454,0.0001448433288219383,0.21333528056248782,
axis_v01_1_cluster,svd,14,583,0.027038412652526007,0.00012059862870402452,0.33356621300885597,
axis_v01_1_cluster,svd,26,579,0.022604826244054185,0.000112997774305026,0.3112172899375744,
axis_v01_1_cluster,svd,6,407,0.023785588064727647,0.0001448433288219383,0.23718229081487602,
axis_v01_1_cluster,svd_sde,14,583,0.027038412652526007,0.00012059862870402452,0.33356621300885597,
axis_v01_1_cluster,svd_sde,26,579,0.022604826244054185,0.000112997774305026,0.3112172899375744,
axis_v01_1_cluster,svd_sde,6,407,0.023785588064727647,0.0001448433288219383,0.23718229081487602,
axis_v01_1_hdbscan_ms2,ransac_svd,14,583,0.03374363805471497,0.00012059862870402452,0.39743137388473404,
axis_v01_1_hdbscan_ms2,ransac_svd,26,579,0.027233425059340302,0.00013089947343516327,0.3112172899375744,
axis_v01_1_hdbscan_ms2,ransac_svd,6,407,0.027768057252002026,0.0001102075302066696,0.21333528056248782,
axis_v01_1_hdbscan_ms2,ransac_svd_sde,14,583,0.03374363805471497,0.00012059862870402452,0.39743137388473404,
axis_v01_1_hdbscan_ms2,ransac_svd_sde,26,579,0.027233425059340302,0.00013089947343516327,0.3112172899375744,
axis_v01_1_hdbscan_ms2,ransac_svd_sde,6,407,0.027768057252002026,0.0001102075302066696,0.21333528056248782,
axis_v01_1_hdbscan_ms2,svd,14,583,0.031394837004350445,0.00012059862870402452,0.39743137388473404,
axis_v01_1_hdbscan_ms2,svd,26,579,0.024213179922448713,0.0001266965805040252,0.3112172899375744,
axis_v01_1_hdbscan_ms2,svd,6,407,0.02508012425249165,0.0001102075302066696,0.23718229081487602,
axis_v01_1_hdbscan_ms2,svd_sde,14,583,0.031394837004350445,0.00012059862870402452,0.39743137388473404,
axis_v01_1_hdbscan_ms2,svd_sde,26,579,0.024213179922448713,0.0001266965805040252,0.3112172899375744,
axis_v01_1_hdbscan_ms2,svd_sde,6,407,0.02508012425249165,0.0001102075302066696,0.23718229081487602,
axis_v01_1_hdbscan_ms3,ransac_svd,14,583,0.03477106412264513,0.00012059862870402452,0.4103361647971985,
axis_v01_1_hdbscan_ms3,ransac_svd,26,579,0.02885973810464012,0.00014206516569725938,0.3112172899375744,
axis_v01_1_hdbscan_ms3,ransac_svd,6,407,0.028779091552897266,0.0001102075302066696,0.21333528056248782,
axis_v01_1_hdbscan_ms3,ransac_svd_sde,14,583,0.03477106412264513,0.00012059862870402452,0.4103361647971985,
axis_v01_1_hdbscan_ms3,ransac_svd_sde,26,579,0.02885973810464012,0.00014206516569725938,0.3112172899375744,
axis_v01_1_hdbscan_ms3,ransac_svd_sde,6,407,0.028779091552897266,0.0001102075302066696,0.21333528056248782,
axis_v01_1_hdbscan_ms3,svd,14,583,0.02910916322507241,0.00012059862870402452,0.4103361647971985,
axis_v01_1_hdbscan_ms3,svd,26,579,0.02437814358832653,0.000112997774305026,0.3112172899375744,
axis_v01_1_hdbscan_ms3,svd,6,407,0.02392452479101435,0.0001102075302066696,0.23718229081487602,
axis_v01_1_hdbscan_ms3,svd_sde,14,583,0.02910916322507241,0.00012059862870402452,0.4103361647971985,
axis_v01_1_hdbscan_ms3,svd_sde,26,579,0.02437814358832653,0.000112997774305026,0.3112172899375744,
axis_v01_1_hdbscan_ms3,svd_sde,6,407,0.02392452479101435,0.0001102075302066696,0.23718229081487602,
axis_v01_1_hdbscan_ms5,ransac_svd,14,583,0.035682153156208575,0.00012059862870402452,0.4031645576504395,
axis_v01_1_hdbscan_ms5,ransac_svd,26,579,0.030360489506221344,6.883877639203091e-05,0.3112172899375744,
axis_v01_1_hdbscan_ms5,ransac_svd,6,407,0.028772199997668748,0.0001102075302066696,0.21333528056248782,
axis_v01_1_hdbscan_ms5,ransac_svd_sde,14,583,0.035682153156208575,0.00012059862870402452,0.4031645576504395,
axis_v01_1_hdbscan_ms5,ransac_svd_sde,26,579,0.030360489506221344,6.883877639203091e-05,0.3112172899375744,
axis_v01_1_hdbscan_ms5,ransac_svd_sde,6,407,0.028772199997668748,0.0001102075302066696,0.21333528056248782,
axis_v01_1_hdbscan_ms5,svd,14,583,0.027865664897391156,0.00011897020814320769,0.33356621300885597,
axis_v01_1_hdbscan_ms5,svd,26,579,0.02341501951829558,0.000112997774305026,0.3112172899375744,
axis_v01_1_hdbscan_ms5,svd,6,407,0.02377859645399803,0.0001102075302066696,0.23718229081487602,
axis_v01_1_hdbscan_ms5,svd_sde,14,583,0.027865664897391156,0.00011897020814320769,0.33356621300885597,
axis_v01_1_hdbscan_ms5,svd_sde,26,579,0.02341501951829558,0.000112997774305026,0.3112172899375744,
axis_v01_1_hdbscan_ms5,svd_sde,6,407,0.02377859645399803,0.0001102075302066696,0.23718229081487602,
axis_v01_1_p3,ransac_svd,14,634,0.03710196000315965,0.00013060923707940514,0.3977412773267247,
axis_v01_1_p3,ransac_svd,26,635,0.032053438708743026,0.0002808752865358553,0.310216969868115,
axis_v01_1_p3,ransac_svd,6,469,0.029212259451788885,8.774593844589355e-05,0.25941855667357017,
axis_v01_1_p3,ransac_svd_sde,14,634,0.03710196000315965,0.00013060923707940514,0.3977412773267247,
axis_v01_1_p3,ransac_svd_sde,26,635,0.032053438708743026,0.0002808752865358553,0.310216969868115,
axis_v01_1_p3,ransac_svd_sde,6,469,0.029212259451788885,8.774593844589355e-05,0.25941855667357017,
axis_v01_1_p3,svd,14,634,0.02627586489573098,0.00010696244025057456,0.33615633609059364,
axis_v01_1_p3,svd,26,635,0.02147961829954031,9.585486478389438e-05,0.31045346985469174,
axis_v01_1_p3,svd,6,469,0.024686953167865143,8.774593844589355e-05,0.3115080022896757,
axis_v01_1_p3,svd_sde,14,634,0.02627586489573098,0.00010696244025057456,0.33615633609059364,
axis_v01_1_p3,svd_sde,26,635,0.02147961829954031,9.585486478389438e-05,0.31045346985469174,
axis_v01_1_p3,svd_sde,6,469,0.024686953167865143,8.774593844589355e-05,0.3115080022896757,
axis_v01_1_p5,ransac_svd,14,670,0.0369042232109911,4.939062499310594e-05,0.41087853651978,
axis_v01_1_p5,ransac_svd,26,682,0.03239703999369736,0.0004917450091908606,0.3494944720880719,
axis_v01_1_p5,ransac_svd,6,512,0.02888816644640204,7.252199416136745e-05,0.25629056879994605,
axis_v01_1_p5,ransac_svd_sde,14,670,0.0369042232109911,4.939062499310594e-05,0.41087853651978,
axis_v01_1_p5,ransac_svd_sde,26,682,0.03239703999369736,0.0004917450091908606,0.3494944720880719,
axis_v01_1_p5,ransac_svd_sde,6,512,0.02888816644640204,7.252199416136745e-05,0.25629056879994605,
axis_v01_1_p5,svd,14,670,0.024374323757985317,4.939062499310594e-05,0.3343168271083701,
axis_v01_1_p5,svd,26,682,0.021134540616559352,6.593934348359615e-05,0.3494944720880719,
axis_v01_1_p5,svd,6,512,0.023818670669207828,7.252199416136745e-05,0.2876002000488069,
axis_v01_1_p5,svd_sde,14,670,0.024374323757985317,4.939062499310594e-05,0.3343168271083701,
axis_v01_1_p5,svd_sde,26,682,0.021134540616559352,6.593934348359615e-05,0.3494944720880719,
axis_v01_1_p5,svd_sde,6,512,0.023818670669207828,7.252199416136745e-05,0.2876002000488069,
axis_v01_cluster,ransac_svd,14,535,0.03874963980884559,0.00012906766525619124,0.4142237173683138,
axis_v01_cluster,ransac_svd,26,569,0.03292235316855362,0.0004383531699970949,0.3343007258490227,
axis_v01_cluster,ransac_svd,6,354,0.033185913707528075,0.0001448433288219383,0.37005137297847784,
axis_v01_cluster,ransac_svd_sde,14,535,0.03874963980884559,0.00012906766525619124,0.4142237173683138,
axis_v01_cluster,ransac_svd_sde,26,569,0.03292235316855362,0.0004383531699970949,0.3343007258490227,
axis_v01_cluster,ransac_svd_sde,6,354,0.033185913707528075,0.0001448433288219383,0.37005137297847784,
axis_v01_cluster,svd,14,535,0.02859890565422261,0.00012906766525619124,0.3374353701824911,
axis_v01_cluster,svd,26,569,0.023269757686063937,0.0001770532903896107,0.33500101889300626,
axis_v01_cluster,svd,6,354,0.02838218051500489,0.0001448433288219383,0.37005137297847784,
axis_v01_cluster,svd_sde,14,535,0.02859890565422261,0.00012906766525619124,0.3374353701824911,
axis_v01_cluster,svd_sde,26,569,0.023269757686063937,0.0001770532903896107,0.33500101889300626,
axis_v01_cluster,svd_sde,6,354,0.02838218051500489,0.0001448433288219383,0.37005137297847784,
axis_v01_hdbscan_ms2,ransac_svd,14,535,0.03737514977563272,0.00012906766525619124,0.4198104273044339,
axis_v01_hdbscan_ms2,ransac_svd,26,569,0.030063308556330378,0.0004383531699970949,0.3343007258490227,
axis_v01_hdbscan_ms2,ransac_svd,6,351,0.032123045437397815,0.0001102075302066696,0.37005137297847784,
axis_v01_hdbscan_ms2,ransac_svd_sde,14,535,0.03737514977563272,0.00012906766525619124,0.4198104273044339,
axis_v01_hdbscan_ms2,ransac_svd_sde,26,569,0.030063308556330378,0.0004383531699970949,0.3343007258490227,
axis_v01_hdbscan_ms2,ransac_svd_sde,6,351,0.032123045437397815,0.0001102075302066696,0.37005137297847784,
axis_v01_hdbscan_ms2,svd,14,535,0.03266223337636639,0.00012906766525619124,0.4125764562609722,
axis_v01_hdbscan_ms2,svd,26,569,0.025426582989740546,0.00023030302817615963,0.33500101889300626,
axis_v01_hdbscan_ms2,svd,6,351,0.028913046175514084,0.0001102075302066696,0.37005137297847784,
axis_v01_hdbscan_ms2,svd_sde,14,535,0.03266223337636639,0.00012906766525619124,0.4125764562609722,
axis_v01_hdbscan_ms2,svd_sde,26,569,0.025426582989740546,0.00023030302817615963,0.33500101889300626,
axis_v01_hdbscan_ms2,svd_sde,6,351,0.028913046175514084,0.0001102075302066696,0.37005137297847784,
axis_v01_hdbscan_ms3,ransac_svd,14,535,0.03691327080277189,0.00012906766525619124,0.4155286015690163,
axis_v01_hdbscan_ms3,ransac_svd,26,569,0.030744828143943335,8.72352551076438e-05,0.3343007258490227,
axis_v01_hdbscan_ms3,ransac_svd,6,351,0.033515288877241464,0.0001102075302066696,0.37005137297847784,
axis_v01_hdbscan_ms3,ransac_svd_sde,14,535,0.03691327080277189,0.00012906766525619124,0.4155286015690163,
axis_v01_hdbscan_ms3,ransac_svd_sde,26,569,0.030744828143943335,8.72352551076438e-05,0.3343007258490227,
axis_v01_hdbscan_ms3,ransac_svd_sde,6,351,0.033515288877241464,0.0001102075302066696,0.37005137297847784,
axis_v01_hdbscan_ms3,svd,14,535,0.031159687663543364,0.00012906766525619124,0.4155286015690163,
axis_v01_hdbscan_ms3,svd,26,569,0.025360003539190795,8.72352551076438e-05,0.33500101889300626,
axis_v01_hdbscan_ms3,svd,6,351,0.028677764584698503,0.0001102075302066696,0.37005137297847784,
axis_v01_hdbscan_ms3,svd_sde,14,535,0.031159687663543364,0.00012906766525619124,0.4155286015690163,
axis_v01_hdbscan_ms3,svd_sde,26,569,0.025360003539190795,8.72352551076438e-05,0.33500101889300626,
axis_v01_hdbscan_ms3,svd_sde,6,351,0.028677764584698503,0.0001102075302066696,0.37005137297847784,
axis_v01_hdbscan_ms5,ransac_svd,14,535,0.03779680297128679,0.00012906766525619124,0.4183815842993626,
axis_v01_hdbscan_ms5,ransac_svd,26,569,0.031250781732393436,0.00028458412324047506,0.3343007258490227,
axis_v01_hdbscan_ms5,ransac_svd,6,351,0.03335494894447673,0.0001102075302066696,0.37005137297847784,
axis_v01_hdbscan_ms5,ransac_svd_sde,14,535,0.03779680297128679,0.00012906766525619124,0.4183815842993626,
axis_v01_hdbscan_ms5,ransac_svd_sde,26,569,0.031250781732393436,0.00028458412324047506,0.3343007258490227,
axis_v01_hdbscan_ms5,ransac_svd_sde,6,351,0.03335494894447673,0.0001102075302066696,0.37005137297847784,
axis_v01_hdbscan_ms5,svd,14,535,0.030301435247484902,0.00012906766525619124,0.4183815842993626,
axis_v01_hdbscan_ms5,svd,26,569,0.023779941439960612,0.0001770532903896107,0.33500101889300626,
axis_v01_hdbscan_ms5,svd,6,351,0.028513284366247074,0.0001102075302066696,0.37005137297847784,
axis_v01_hdbscan_ms5,svd_sde,14,535,0.030301435247484902,0.00012906766525619124,0.4183815842993626,
axis_v01_hdbscan_ms5,svd_sde,26,569,0.023779941439960612,0.0001770532903896107,0.33500101889300626,
axis_v01_hdbscan_ms5,svd_sde,6,351,0.028513284366247074,0.0001102075302066696,0.37005137297847784,
axis_v01_p3,ransac_svd,14,618,0.037095566524443555,6.495071978301454e-05,0.41424622231098124,
axis_v01_p3,ransac_svd,26,645,0.03251084040487181,7.393637043553377e-05,0.3525630690547628,
axis_v01_p3,ransac_svd,6,413,0.03281032329239554,8.774593844589355e-05,0.3823059139611005,
axis_v01_p3,ransac_svd_sde,14,618,0.037095566524443555,6.495071978301454e-05,0.41424622231098124,
axis_v01_p3,ransac_svd_sde,26,645,0.03251084040487181,7.393637043553377e-05,0.3525630690547628,
axis_v01_p3,ransac_svd_sde,6,413,0.03281032329239554,8.774593844589355e-05,0.3823059139611005,
axis_v01_p3,svd,14,618,0.028154457237763796,0.00014516905583303414,0.33349764743178684,
axis_v01_p3,svd,26,645,0.022666715406644198,8.301742519342763e-05,0.3525630690547628,
axis_v01_p3,svd,6,413,0.028333153289589585,8.774593844589355e-05,0.3823059139611005,
axis_v01_p3,svd_sde,14,618,0.028154457237763796,0.00014516905583303414,0.33349764743178684,
axis_v01_p3,svd_sde,26,645,0.022666715406644198,8.301742519342763e-05,0.3525630690547628,
axis_v01_p3,svd_sde,6,413,0.028333153289589585,8.774593844589355e-05,0.3823059139611005,
axis_v01_p5,ransac_svd,14,655,0.037041747137107645,0.00013701603893448487,0.4092707847888404,
axis_v01_p5,ransac_svd,26,687,0.03179117005062152,4.074839901454995e-05,0.4199615218540797,
axis_v01_p5,ransac_svd,6,465,0.03298418638394662,7.252199416136745e-05,0.39208109109914824,
axis_v01_p5,ransac_svd_sde,14,655,0.037041747137107645,0.00013701603893448487,0.4092707847888404,
