experiment,method,n_views,n_objects,sde_ref_mean,sde_ref_min,sde_ref_max,f1_ref
plane_v00_1_hdbscan_ms3,svd,14,825,0.014549061118164968,2.5954752140575572e-06,0.17017152939878274,0.08054711246200608
plane_v00_1_hdbscan_ms3,svd,26,769,0.010684557379336558,1.2542567030500732e-05,0.3148760612940034,0.07863340563991322
plane_v00_1_hdbscan_ms3,svd,6,812,0.009573383517729251,9.521279862406719e-07,0.2687940488813989,0.17105263157894735
plane_v00_1_hdbscan_ms3,svd_sde,1,518,0.00490872702242967,2.5431663575835123e-05,0.11450673269056469,0.4504065040650407
plane_v00_1_hdbscan_ms3,svd_sde,14,825,0.014549061118164968,2.5954752140575572e-06,0.17017152939878274,0.08054711246200608
plane_v00_1_hdbscan_ms3,svd_sde,26,769,0.010684557379336558,1.2542567030500732e-05,0.3148760612940034,0.07863340563991322
plane_v00_1_hdbscan_ms3,svd_sde,6,812,0.009573383517729251,9.521279862406719e-07,0.2687940488813989,0.17105263157894735
plane_v00_1_hdbscan_ms5,ransac_svd,1,518,0.00490872702242967,2.5431663575835123e-05,0.11450673269056469,0.4504065040650407
plane_v00_1_hdbscan_ms5,ransac_svd,14,825,0.01376952559454203,8.504515531775611e-06,0.16048316473473903,0.08865248226950355
plane_v00_1_hdbscan_ms5,ransac_svd,26,769,0.014064460440513153,9.863137804446916e-06,0.3148760612940034,0.11334056399132322
plane_v00_1_hdbscan_ms5,ransac_svd,6,812,0.013101144894948642,8.68524948744765e-07,0.27039420201716224,0.1369969040247678
plane_v00_1_hdbscan_ms5,ransac_svd_sde,1,518,0.00490872702242967,2.5431663575835123e-05,0.11450673269056469,0.4504065040650407
plane_v00_1_hdbscan_ms5,ransac_svd_sde,14,825,0.01376952559454203,8.504515531775611e-06,0.16048316473473903,0.08865248226950355
plane_v00_1_hdbscan_ms5,ransac_svd_sde,26,769,0.014064460440513153,9.863137804446916e-06,0.3148760612940034,0.11334056399132322
plane_v00_1_hdbscan_ms5,ransac_svd_sde,6,812,0.013101144894948642,8.68524948744765e-07,0.27039420201716224,0.1369969040247678
plane_v00_1_hdbscan_ms5,svd,1,518,0.00490872702242967,2.5431663575835123e-05,0.11450673269056469,0.4504065040650407
plane_v00_1_hdbscan_ms5,svd,14,825,0.01289103513288415,4.025779568971418e-06,0.16048316473473903,0.09397163120567376
plane_v00_1_hdbscan_ms5,svd,26,769,0.012881373807896765,9.863137804446916e-06,0.3148760612940034,0.12039045553145337
plane_v00_1_hdbscan_ms5,svd,6,812,0.01001030532337783,8.68524948744765e-07,0.27039420201716224,0.12874097007223945
plane_v00_1_hdbscan_ms5,svd_sde,1,518,0.00490872702242967,2.5431663575835123e-05,0.11450673269056469,0.4504065040650407
plane_v00_1_hdbscan_ms5,svd_sde,14,825,0.01289103513288415,4.025779568971418e-06,0.16048316473473903,0.09397163120567376
plane_v00_1_hdbscan_ms5,svd_sde,26,769,0.012881373807896765,9.863137804446916e-06,0.3148760612940034,0.12039045553145337
plane_v00_1_hdbscan_ms5,svd_sde,6,812,0.01001030532337783,8.68524948744765e-07,0.27039420201716224,0.12874097007223945
plane_v00_1_p3,ransac_svd,1,651,0.014704030236026705,2.4913794610314353e-05,0.27174739647766727,0.33053040103492887
