label,object_id,angular_error_deg,sde,dist_origin_centroid_norm,sphericity
direct,366db933a2c99444f4fb4dee5181bee,3.4366,0.699396,0.15536840255024525,0.7840568920100637
direct,367e5ca5d5791739d4d8765e3910f617,4.03,0.723504,0.05434095369735329,0.7197324403003903
direct,37325d57c8ea891ad77ea5e1afa5bfe6,3.2113,0.220431,0.48035232592498295,0.7969861460012581
direct,373ae08d8903dc10ba929f7d2edd1706,9.1182,0.540488,0.02836652385688784,0.6443112323855186
direct,3761d6523fb9d7a73f7e27638e63d848,3.4145,0.363418,0.30711704700422054,0.7323517105647359
direct,37e5fcf70007bc26788f926f4d51e733,3.2668,0.524115,0.3575000958424765,0.6308042944584418
direct,37fbc4e7c9e46b602b5631520b7d94fe,19.1312,0.307667,0.3790388636605694,0.7291611107984596
direct,382b1b947fba964dc1def5c6acc12bbc,10.5818,0.062602,0.08700211938708567,0.637090587303156
direct,38441b4582f29c8cb2a965e75be701c,3.619,0.83512,0.00846343212295032,0.7414645742977923
direct,388d83f25e045007efe85e37dd46e84a,8.1228,0.55402,0.05614292084871647,0.5879888034323643
direct,38e367e4421ec3cbba70cedf91706353,10.0314,0.71283,0.057733097198938405,0.6970416959721145
direct,393ca71bd734f3071082f2ea630bf69e,3.4813,0.201426,0.11203472059183305,0.6642058154021095
direct,39419e462f08dcbdc98cccf0d0f53d7,3.952,0.121945,0.34447068278129744,0.8290864679077502
direct,39904b25a6d2f13ed4d8765e3910f617,16.8281,0.802345,0.058147312901889146,0.5851884354054563
direct,39b51f3a6e8447c3c8a1a154de62786,5.9728,0.305462,0.15722781086773638,0.6495216183455421
direct,3a1915451880215e9bfbe8b02639d1e9,13.4467,0.762342,0.049133390682667075,0.6332271028025169
direct,3a6ac28f247a30146d812a3e2aa98a91,7.7716,0.597855,0.08361294267299371,0.718426921788928
direct,3a910cc1f575b08339d3717288022c20,3.6373,0.613294,0.26624240540689886,0.7640400907873058
direct,3aa8876d86cf481d3fd2d4d929afab9,89.9817,0.099405,0.31442393587154926,0.8090436694623021
direct,3abf9811f26c9752a9b8d9d3b5cf54cc,3.1601,0.448236,0.11399948734158032,0.730778852481403
direct,3b01bd24d47245289159eab9ccaa73ce,3.5522,0.42414,0.2054395724180419,0.7206709249206124
direct,3b18e32e6e0c5942d4d8765e3910f617,27.6078,0.646265,0.1525738839999076,0.7382249737918971
direct,3b2bddb0e8ff57c85831a0624cf5a945,8.7476,0.365655,0.21243930198902727,0.7537480257224095
direct,3b72f2c31c5aac6ab3421b3649fb16c1,2.7356,0.171405,0.21504836469808267,0.8039406892012745
direct,3c45d466c7e1c27367aa983983f9bf36,2.8248,0.112413,0.18981348180245078,0.6417108538449503
direct,3d2aeaffcbc6f0bc41cefd10ce5d6cc0,3.6395,0.135071,0.17890101828143096,0.7083003229520751
direct,3dac0fd995c747ab336e8bf2357c029a,7.1713,0.475634,0.1221916030863153,0.8135271183129074
