group,experiment_id,angular_error_deg
independent,axis_v05,7.6491
independent,axis_v05,85.0144
independent,axis_v05,82.4125
independent,axis_v05,8.0331
independent,axis_v05,88.879
independent,axis_v05,84.7658
independent,axis_v05,20.5791
independent,axis_v05,11.9065
independent,axis_v05,10.3679
independent,axis_v05,88.5212
independent,axis_v05,17.1624
independent,axis_v05,22.0009
independent,axis_v05,86.5718
independent,axis_v05,87.4058
independent,axis_v05,5.9921
independent,axis_v05,72.4291
independent,axis_v05,1.3362
independent,axis_v05,66.4616
independent,axis_v05,84.0393
independent,axis_v05,4.8871
independent,axis_v05,79.5963
independent,axis_v05,89.4729
independent,axis_v05,60.085
independent,axis_v05,88.2626
independent,axis_v05,4.7086
independent,axis_v05,14.2735
independent,axis_v05,10.6441
independent,axis_v05,14.3153
independent,axis_v05,89.6978
independent,axis_v05,2.4508
independent,axis_v05,89.8642
independent,axis_v05,39.7782
independent,axis_v05,5.0641
independent,axis_v05,66.0832
independent,axis_v05,10.993
independent,axis_v05,4.8246
independent,axis_v05,12.4046
independent,axis_v05,5.1916
independent,axis_v05,4.5805
independent,axis_v05,8.1797
independent,axis_v05,2.4417
independent,axis_v05,1.8278
independent,axis_v05,89.6629
independent,axis_v05,8.071
independent,axis_v05,11.8488
independent,axis_v05,22.2264
independent,axis_v05,87.0892
independent,axis_v05,82.1773
independent,axis_v05,5.9862
independent,axis_v05,16.528
independent,axis_v05,79.9355
independent,axis_v05,70.8627
independent,axis_v05,86.543
independent,axis_v05,5.2946
independent,axis_v05,87.2411
independent,axis_v05,7.7168
independent,axis_v05,70.2276
independent,axis_v05,88.5173
independent,axis_v05,89.2292
independent,axis_v05,10.6611
independent,axis_v05,1.6241
independent,axis_v05,57.4613
independent,axis_v05,8.714
independent,axis_v05,90.0
independent,axis_v05,70.6358
independent,axis_v05,6.1787
independent,axis_v05,89.7448
independent,axis_v05,89.3197
independent,axis_v05,73.0281
independent,axis_v05,3.2636
independent,axis_v05,13.9047
independent,axis_v05,3.5236
independent,axis_v05,80.3873
independent,axis_v05,51.0285
independent,axis_v05,10.7538
independent,axis_v05,85.0204
independent,axis_v05,25.0801
independent,axis_v05,63.7028
independent,axis_v05,87.8561
independent,axis_v05,3.9702
independent,axis_v05,62.4598
independent,axis_v05,16.0718
independent,axis_v05,8.1434
independent,axis_v05,86.0585
independent,axis_v05,11.3582
independent,axis_v05,9.351
independent,axis_v05,79.55
independent,axis_v05,89.496
independent,axis_v05,5.0681
independent,axis_v05,83.3712
independent,axis_v05,7.753
independent,axis_v05,4.2055
independent,axis_v05,83.7462
independent,axis_v05,4.2553
independent,axis_v05,13.9152
independent,axis_v05,5.0482
independent,axis_v05,84.2386
independent,axis_v05,8.1305
independent,axis_v05,21.1609
independent,axis_v05,59.529
independent,axis_v05,4.1362
independent,axis_v05,24.23
independent,axis_v05,86.6849
independent,axis_v05,72.182
independent,axis_v05,23.5812
independent,axis_v05,8.6818
independent,axis_v05,10.3131
independent,axis_v05,0.9225
independent,axis_v05,9.7348
independent,axis_v05,88.2558
independent,axis_v05,67.1667
independent,axis_v05,2.3614
independent,axis_v05,81.1396
independent,axis_v05,89.7866
independent,axis_v05,87.8001
independent,axis_v05,44.2714
independent,axis_v05,1.1719
independent,axis_v05,5.6812
independent,axis_v05,73.9409
independent,axis_v05,4.5505
independent,axis_v05,7.2611
independent,axis_v05,31.3723
independent,axis_v05,75.143
independent,axis_v05,5.8372
independent,axis_v05,85.7321
independent,axis_v05,87.6299
independent,axis_v05,13.8047
independent,axis_v05,4.0027
independent,axis_v05,0.874
independent,axis_v05,88.2785
independent,axis_v05,8.9444
independent,axis_v05,73.4385
independent,axis_v05,77.659
independent,axis_v05,12.4378
independent,axis_v05,60.4722
independent,axis_v05,87.6581
independent,axis_v05,8.2486
independent,axis_v05,77.0612
independent,axis_v05,83.9131
independent,axis_v05,68.8085
independent,axis_v05,89.6385
independent,axis_v05,90.0
independent,axis_v05,63.3511
independent,axis_v05,3.6939
independent,axis_v05,5.0056
independent,axis_v05,89.5854
independent,axis_v05,2.5695
independent,axis_v05,1.9725
independent,axis_v05,89.9441
independent,axis_v05,6.6072
independent,axis_v05,87.7769
independent,axis_v05,20.3706
independent,axis_v05,10.9814
independent,axis_v05,7.4643
independent,axis_v05,10.0816
independent,axis_v05,51.1279
independent,axis_v05,20.4513
independent,axis_v05,18.4656
independent,axis_v05,24.915
independent,axis_v05,87.024
independent,axis_v05,84.8565
independent,axis_v05,84.6896
independent,axis_v05,1.0779
independent,axis_v05,2.8402
independent,axis_v05,8.0205
independent,axis_v05,40.3067
independent,axis_v05,32.2728
independent,axis_v05,84.0448
independent,axis_v05,88.4374
independent,axis_v05,82.2827
independent,axis_v05,84.6619
independent,axis_v05,5.8021
independent,axis_v05,10.3966
independent,axis_v05,8.3417
independent,axis_v05,79.0473
independent,axis_v05,6.3553
independent,axis_v05,50.192
independent,axis_v05,35.3701
independent,axis_v05,8.3844
independent,axis_v05,89.1158
independent,axis_v05,21.4123
independent,axis_v05,2.1955
independent,axis_v05,49.5989
independent,axis_v05,8.7946
independent,axis_v05,73.3158
independent,axis_v05,4.0085
independent,axis_v05,19.2875
independent,axis_v05,4.2223
independent,axis_v05,27.1866
independent,axis_v05,5.8427
independent,axis_v05,7.9664
independent,axis_v05,71.4524
independent,axis_v05,7.3162
independent,axis_v05,87.0363
independent,axis_v05,2.2216
independent,axis_v05,43.0407
independent,axis_v05,3.1719
independent,axis_v05,3.6603
independent,axis_v05,87.7077
independent,axis_v05,60.2639
independent,axis_v05,21.1883
independent,axis_v05,74.5888
independent,axis_v05,76.4153
independent,axis_v05,78.6573
independent,axis_v05,79.1582
independent,axis_v05,84.2517
independent,axis_v05,83.4545
independent,axis_v05,83.1936
independent,axis_v05,89.5658
independent,axis_v05,31.8683
independent,axis_v05,4.0701
independent,axis_v05,1.6513
independent,axis_v05,68.4459
independent,axis_v05,40.9211
independent,axis_v05,23.7447
independent,axis_v05,35.5871
independent,axis_v05,11.2086
independent,axis_v05,86.5649
independent,axis_v05,4.4959
independent,axis_v05,8.4257
independent,axis_v05,62.1938
independent,axis_v05,16.0038
independent,axis_v05,8.0664
independent,axis_v05,5.4674
independent,axis_v05,55.2557
independent,axis_v05,15.6116
independent,axis_v05,86.8125
independent,axis_v05,9.9319
independent,axis_v05,16.0419
independent,axis_v05,8.6702
independent,axis_v05,68.2763
independent,axis_v05,4.9916
independent,axis_v05,84.0593
independent,axis_v05,2.3625
independent,axis_v05,18.2945
independent,axis_v05,5.2216
independent,axis_v05,79.6014
independent,axis_v05,31.6197
independent,axis_v05,5.2394
independent,axis_v05,83.8447
independent,axis_v05,85.7663
independent,axis_v05,87.9108
independent,axis_v05,80.8869
independent,axis_v05,75.9357
independent,axis_v05,86.783
independent,axis_v05,15.843
independent,axis_v05,66.2115
independent,axis_v05,12.8902
independent,axis_v05,5.5514
independent,axis_v05,9.2065
independent,axis_v05,3.9951
independent,axis_v05,57.6985
independent,axis_v05,47.5996
independent,axis_v05,5.5506
independent,axis_v05,35.9385
independent,axis_v05,88.4079
independent,axis_v05,89.3163
independent,axis_v05,88.9243
independent,axis_v05,89.5532
independent,axis_v05,89.77
independent,axis_v05,4.2726
independent,axis_v05,80.848
independent,axis_v05,8.8589
independent,axis_v05,1.0466
independent,axis_v05,83.6685
independent,axis_v05,88.507
independent,axis_v05,12.9279
independent,axis_v05,7.9615
independent,axis_v05,10.515
independent,axis_v05,88.1839
independent,axis_v05,89.188
independent,axis_v05,4.3498
independent,axis_v05,21.552
independent,axis_v05,9.076
independent,axis_v05,85.3552
independent,axis_v05,89.9999
independent,axis_v05,10.4343
independent,axis_v05,87.2401
independent,axis_v05,9.6375
independent,axis_v05,4.6265
independent,axis_v05,30.6697
independent,axis_v05,8.5832
independent,axis_v05,25.1927
independent,axis_v05,4.7844
independent,axis_v05,88.9697
independent,axis_v05,3.1721
independent,axis_v05,79.1499
independent,axis_v05,22.6254
independent,axis_v05,82.42
independent,axis_v05,87.4685
independent,axis_v05,13.4664
independent,axis_v05,7.0419
independent,axis_v05,80.4979
independent,axis_v05,89.9698
independent,axis_v05,15.5545
independent,axis_v05,25.4722
independent,axis_v05,9.6909
independent,axis_v05,83.8792
independent,axis_v05,70.6051
independent,axis_v05,6.2805
independent,axis_v05,89.3435
independent,axis_v05,76.5525
independent,axis_v05,83.9444
independent,axis_v05,88.2321
independent,axis_v05,24.5405
independent,axis_v05,7.9277
independent,axis_v05,4.6118
independent,axis_v05,14.3883
independent,axis_v05,61.317
independent,axis_v05,87.6904
independent,axis_v05,62.349
independent,axis_v05,9.7151
independent,axis_v05,88.9325
independent,axis_v05,85.7128
independent,axis_v05,16.4259
independent,axis_v05,79.8171
independent,axis_v05,3.8538
independent,axis_v05,42.8418
independent,axis_v05,88.4487
independent,axis_v05,89.709
independent,axis_v05,1.4039
independent,axis_v05,8.2929
independent,axis_v05,5.4156
independent,axis_v05,89.5471
independent,axis_v05,31.7915
independent,axis_v05,85.5419
independent,axis_v05,79.1582
independent,axis_v05,2.1574
independent,axis_v05,5.6324
independent,axis_v05,4.9743
independent,axis_v05,24.7835
independent,axis_v05,54.4559
independent,axis_v05,19.0641
independent,axis_v05,5.6892
independent,axis_v05,88.096
independent,axis_v05,83.4739
independent,axis_v05,12.7221
independent,axis_v05,71.5797
independent,axis_v05,15.8475
independent,axis_v05,7.7609
independent,axis_v05,1.034
independent,axis_v05,4.9805
independent,axis_v05,87.5622
independent,axis_v05,35.3591
independent,axis_v05,28.5556
independent,axis_v05,8.0664
independent,axis_v05,87.6475
independent,axis_v05,25.1267
independent,axis_v05,2.8581
independent,axis_v05,74.7685
independent,axis_v05,89.3708
independent,axis_v05,8.104
independent,axis_v05,78.4175
independent,axis_v05,23.3437
independent,axis_v05,7.9694
independent,axis_v05,18.8865
independent,axis_v05,82.6629
independent,axis_v05,8.1373
independent,axis_v05,48.8989
independent,axis_v05,89.9418
independent,axis_v05,30.292
independent,axis_v05,18.6593
independent,axis_v05,86.1256
independent,axis_v05,89.9999
independent,axis_v05,85.8212
independent,axis_v05,82.7515
independent,axis_v05,9.6949
independent,axis_v05,78.6867
independent,axis_v05,8.7559
independent,axis_v05,33.7212
independent,axis_v05,6.4267
independent,axis_v05,6.559
independent,axis_v05,87.4314
independent,axis_v05,22.6615
independent,axis_v05,88.924
independent,axis_v05,5.9828
independent,axis_v05,77.0569
independent,axis_v05,18.3467
independent,axis_v05,78.8166
independent,axis_v05,87.6386
independent,axis_v05,87.3673
independent,axis_v05,23.3948
independent,axis_v05,20.6948
independent,axis_v05,13.4719
independent,axis_v05,20.9096
independent,axis_v05,22.4742
independent,axis_v05,1.7317
independent,axis_v05,72.4428
independent,axis_v05,88.9077
independent,axis_v05,89.767
independent,axis_v05,1.7537
independent,axis_v05,0.4238
independent,axis_v05,84.7073
independent,axis_v05,87.2387
independent,axis_v05,12.3137
independent,axis_v05,80.1233
independent,axis_v05,87.8983
independent,axis_v05,82.5374
independent,axis_v05,83.874
independent,axis_v05,69.0703
independent,axis_v05,22.3108
independent,axis_v05,4.3345
independent,axis_v05,75.8142
independent,axis_v05,4.9924
independent,axis_v05,20.9248
independent,axis_v05,7.0287
independent,axis_v05,6.494
independent,axis_v05,8.6768
independent,axis_v05,57.4309
independent,axis_v05,37.1949
independent,axis_v05,88.8372
independent,axis_v05,87.6962
independent,axis_v05,85.5572
independent,axis_v05,13.0937
independent,axis_v05,64.9854
independent,axis_v05,34.9607
independent,axis_v05,9.0084
independent,axis_v05,5.6321
independent,axis_v05,88.2825
independent,axis_v05,44.3303
independent,axis_v05,75.6363
independent,axis_v05,4.511
independent,axis_v05,72.7942
independent,axis_v05,83.3978
independent,axis_v05,86.215
independent,axis_v05,9.1758
independent,axis_v05,75.5619
independent,axis_v05,27.6659
independent,axis_v05,14.1344
independent,axis_v05,7.2406
independent,axis_v05,5.0896
independent,axis_v05,8.5475
independent,axis_v05,86.3491
independent,axis_v05,54.0666
independent,axis_v05,33.3694
independent,axis_v05,22.965
independent,axis_v05,4.7114
independent,axis_v05,9.8094
independent,axis_v05,5.9138
independent,axis_v05,60.5414
independent,axis_v05,62.2308
independent,axis_v05,19.0603
independent,axis_v05,81.089
independent,axis_v05,18.9427
independent,axis_v05,11.6071
independent,axis_v05,85.7303
independent,axis_v05,9.9384
independent,axis_v05,10.3731
independent,axis_v05,40.9128
independent,axis_v05,5.9007
independent,axis_v05,5.81
independent,axis_v05,88.4341
independent,axis_v05,8.7511
independent,axis_v05,85.6255
independent,axis_v05,86.8498
independent,axis_v05,85.26
independent,axis_v05,4.6457
independent,axis_v05,87.1634
independent,axis_v05,6.9743
independent,axis_v05,12.3519
independent,axis_v05,9.6734
independent,axis_v05,4.4938
independent,axis_v05,12.8212
independent,axis_v05,48.9528
independent,axis_v05,86.6458
independent,axis_v05,7.2418
independent,axis_v05,88.8678
independent,axis_v05,89.9999
independent,axis_v05,30.1905
independent,axis_v05,30.9235
independent,axis_v05,89.2404
independent,axis_v05,2.1093
independent,axis_v05,75.3117
independent,axis_v05,86.5916
independent,axis_v05,84.2236
independent,axis_v05,29.8445
independent,axis_v05,12.3156
independent,axis_v05,71.1854
independent,axis_v05,83.7167
independent,axis_v05,1.2261
independent,axis_v05,1.3181
independent,axis_v05,85.8009
independent,axis_v05,1.3893
independent,axis_v05,9.0419
independent,axis_v05,81.1333
independent,axis_v05,89.8233
independent,axis_v05,22.9143
independent,axis_v05,4.3082
independent,axis_v05,60.4176
independent,axis_v05,71.4113
independent,axis_v05,6.0215
independent,axis_v05,5.4254
independent,axis_v05,83.4771
independent,axis_v05,7.0157
independent,axis_v05,9.4531
independent,axis_v05,6.292
independent,axis_v05,77.0121
independent,axis_v05,64.3088
independent,axis_v05,14.2873
independent,axis_v05,2.5172
independent,axis_v05,63.8732
independent,axis_v05,50.3383
independent,axis_v05,4.8479
independent,axis_v05,71.7285
independent,axis_v05,14.6016
independent,axis_v05,88.2065
independent,axis_v05,89.0911
independent,axis_v05,88.5409
independent,axis_v05,89.1512
independent,axis_v05,4.6872
independent,axis_v05,36.2419
independent,axis_v05,89.3097
independent,axis_v05,88.5162
independent,axis_v05,31.1223
independent,axis_v05,4.2434
independent,axis_v05,2.9096
independent,axis_v05,79.1777
independent,axis_v05,81.8651
independent,axis_v05,70.4865
independent,axis_v05,32.5322
independent,axis_v05,73.3009
independent,axis_v05,8.871
independent,axis_v05,7.074
independent,axis_v05,81.1456
independent,axis_v05,5.1207
independent,axis_v05,11.2117
independent,axis_v05,5.0646
independent,axis_v05,84.0258
independent,axis_v05,9.8233
independent,axis_v05,86.8668
independent,axis_v05,2.5665
independent,axis_v05,78.3967
independent,axis_v05,8.6686
independent,axis_v05,70.5238
independent,axis_v05,79.9617
independent,axis_v05,6.767
independent,axis_v05,11.9416
independent,axis_v05,38.2453
independent,axis_v05,9.3459
independent,axis_v05,2.9574
independent,axis_v05,89.0417
independent,axis_v05,6.8406
independent,axis_v05,88.0755
independent,axis_v05,19.8392
independent,axis_v05,87.4654
independent,axis_v05,6.2064
independent,axis_v05,84.733
independent,axis_v05,83.9128
independent,axis_v05,88.5948
independent,axis_v05,86.6218
independent,axis_v05,1.6592
independent,axis_v05,76.9223
independent,axis_v05,2.7191
independent,axis_v05,41.2338
independent,axis_v05,4.4832
independent,axis_v05,76.2414
independent,axis_v05,89.8017
midpoint,axis_v01,44.5583
midpoint,axis_v01,74.3476
midpoint,axis_v01,14.6463
midpoint,axis_v01,15.1478
midpoint,axis_v01,66.9868
midpoint,axis_v01,17.6461
midpoint,axis_v01,72.4108
midpoint,axis_v01,8.8421
midpoint,axis_v01,84.0368
midpoint,axis_v01,24.2898
midpoint,axis_v01,9.8011
midpoint,axis_v01,68.9346
midpoint,axis_v01,26.5163
midpoint,axis_v01,73.7108
midpoint,axis_v01,82.6921
midpoint,axis_v01,25.9371
midpoint,axis_v01,88.8622
midpoint,axis_v01,78.4068
midpoint,axis_v01,79.7511
midpoint,axis_v01,6.1189
midpoint,axis_v01,22.0351
midpoint,axis_v01,71.3176
midpoint,axis_v01,78.2059
midpoint,axis_v01,31.1488
midpoint,axis_v01,3.6802
midpoint,axis_v01,67.2796
midpoint,axis_v01,14.7312
midpoint,axis_v01,8.1819
midpoint,axis_v01,64.0015
midpoint,axis_v01,80.4312
midpoint,axis_v01,79.4596
midpoint,axis_v01,2.3701
midpoint,axis_v01,27.4631
midpoint,axis_v01,18.0651
midpoint,axis_v01,8.9572
midpoint,axis_v01,88.3077
midpoint,axis_v01,66.5682
midpoint,axis_v01,75.5159
midpoint,axis_v01,81.0438
midpoint,axis_v01,6.917
midpoint,axis_v01,11.0152
midpoint,axis_v01,58.0364
midpoint,axis_v01,11.299
midpoint,axis_v01,4.8302
midpoint,axis_v01,86.4988
midpoint,axis_v01,25.2443
midpoint,axis_v01,57.6064
midpoint,axis_v01,86.9303
midpoint,axis_v01,57.2994
midpoint,axis_v01,19.5849
midpoint,axis_v01,45.954
midpoint,axis_v01,6.5979
midpoint,axis_v01,48.853
midpoint,axis_v01,53.9277
midpoint,axis_v01,89.209
midpoint,axis_v01,6.6002
midpoint,axis_v01,86.3948
midpoint,axis_v01,76.9641
midpoint,axis_v01,47.8741
midpoint,axis_v01,12.7192
midpoint,axis_v01,18.4406
midpoint,axis_v01,12.5582
midpoint,axis_v01,14.833
midpoint,axis_v01,7.9975
midpoint,axis_v01,61.0434
midpoint,axis_v01,83.845
midpoint,axis_v01,7.4877
midpoint,axis_v01,73.7532
midpoint,axis_v01,51.3879
midpoint,axis_v01,83.0418
midpoint,axis_v01,85.8483
midpoint,axis_v01,87.3981
midpoint,axis_v01,20.9749
midpoint,axis_v01,89.7207
midpoint,axis_v01,83.7477
midpoint,axis_v01,73.336
midpoint,axis_v01,25.027
midpoint,axis_v01,65.3778
midpoint,axis_v01,88.8121
midpoint,axis_v01,63.8051
midpoint,axis_v01,88.6624
midpoint,axis_v01,86.6317
midpoint,axis_v01,85.7955
midpoint,axis_v01,85.024
midpoint,axis_v01,56.9417
midpoint,axis_v01,7.318
midpoint,axis_v01,67.3615
midpoint,axis_v01,39.9916
midpoint,axis_v01,86.1501
midpoint,axis_v01,67.0252
midpoint,axis_v01,76.9563
midpoint,axis_v01,19.0337
midpoint,axis_v01,34.2963
midpoint,axis_v01,9.9953
midpoint,axis_v01,82.5439
midpoint,axis_v01,7.1999
midpoint,axis_v01,89.9514
midpoint,axis_v01,80.6839
midpoint,axis_v01,19.0281
midpoint,axis_v01,87.4809
midpoint,axis_v01,48.5192
midpoint,axis_v01,4.3161
midpoint,axis_v01,3.2911
midpoint,axis_v01,65.5018
midpoint,axis_v01,77.2579
midpoint,axis_v01,19.4071
midpoint,axis_v01,87.5058
midpoint,axis_v01,57.7686
midpoint,axis_v01,6.3346
midpoint,axis_v01,10.202
midpoint,axis_v01,1.8593
midpoint,axis_v01,25.199
midpoint,axis_v01,52.1767
midpoint,axis_v01,84.0114
midpoint,axis_v01,73.5554
midpoint,axis_v01,87.2263
midpoint,axis_v01,75.1777
midpoint,axis_v01,9.6796
midpoint,axis_v01,26.2217
midpoint,axis_v01,81.157
midpoint,axis_v01,80.4116
midpoint,axis_v01,32.6587
midpoint,axis_v01,30.4184
midpoint,axis_v01,85.9315
midpoint,axis_v01,86.0287
midpoint,axis_v01,81.6838
midpoint,axis_v01,25.5422
midpoint,axis_v01,71.4944
midpoint,axis_v01,6.2364
midpoint,axis_v01,59.8845
midpoint,axis_v01,21.9688
midpoint,axis_v01,89.9996
midpoint,axis_v01,42.2576
midpoint,axis_v01,7.5413
midpoint,axis_v01,84.5865
midpoint,axis_v01,5.3884
midpoint,axis_v01,89.1714
midpoint,axis_v01,15.7945
midpoint,axis_v01,0.6543
midpoint,axis_v01,51.7618
midpoint,axis_v01,70.298
midpoint,axis_v01,88.3667
midpoint,axis_v01,78.3718
midpoint,axis_v01,28.7893
midpoint,axis_v01,90.0
midpoint,axis_v01,64.78
midpoint,axis_v01,58.2545
midpoint,axis_v01,89.3672
midpoint,axis_v01,30.0072
midpoint,axis_v01,49.9227
midpoint,axis_v01,85.7735
midpoint,axis_v01,6.0024
midpoint,axis_v01,61.4297
midpoint,axis_v01,51.8094
midpoint,axis_v01,9.6824
midpoint,axis_v01,88.2934
midpoint,axis_v01,5.1921
midpoint,axis_v01,8.793
midpoint,axis_v01,71.9808
midpoint,axis_v01,12.5983
midpoint,axis_v01,26.5794
midpoint,axis_v01,81.8354
midpoint,axis_v01,74.522
midpoint,axis_v01,87.3598
midpoint,axis_v01,81.7864
midpoint,axis_v01,5.9947
midpoint,axis_v01,27.6934
midpoint,axis_v01,2.9893
midpoint,axis_v01,89.4604
midpoint,axis_v01,61.3556
midpoint,axis_v01,75.2198
midpoint,axis_v01,49.1779
midpoint,axis_v01,5.8217
midpoint,axis_v01,24.6503
midpoint,axis_v01,38.9197
midpoint,axis_v01,4.4127
midpoint,axis_v01,62.7335
midpoint,axis_v01,82.3572
midpoint,axis_v01,51.213
midpoint,axis_v01,30.3694
midpoint,axis_v01,63.5125
midpoint,axis_v01,87.0278
midpoint,axis_v01,18.5656
midpoint,axis_v01,7.5997
midpoint,axis_v01,79.7213
midpoint,axis_v01,46.0138
midpoint,axis_v01,6.0398
midpoint,axis_v01,22.6488
midpoint,axis_v01,10.5521
midpoint,axis_v01,80.1886
midpoint,axis_v01,6.8554
midpoint,axis_v01,4.5122
midpoint,axis_v01,54.4597
midpoint,axis_v01,83.1474
midpoint,axis_v01,13.5526
midpoint,axis_v01,81.6089
midpoint,axis_v01,77.0864
midpoint,axis_v01,82.0986
midpoint,axis_v01,89.4974
midpoint,axis_v01,21.5471
midpoint,axis_v01,89.0866
midpoint,axis_v01,46.2734
midpoint,axis_v01,81.9975
midpoint,axis_v01,77.0453
midpoint,axis_v01,85.6789
midpoint,axis_v01,8.1424
midpoint,axis_v01,82.6318
midpoint,axis_v01,3.313
midpoint,axis_v01,79.682
midpoint,axis_v01,80.6272
midpoint,axis_v01,84.0868
midpoint,axis_v01,46.2268
midpoint,axis_v01,74.468
midpoint,axis_v01,87.5942
midpoint,axis_v01,73.6833
midpoint,axis_v01,39.7734
midpoint,axis_v01,68.8356
midpoint,axis_v01,84.9097
midpoint,axis_v01,35.7138
midpoint,axis_v01,49.1937
midpoint,axis_v01,89.5361
midpoint,axis_v01,78.4455
midpoint,axis_v01,80.9043
midpoint,axis_v01,20.6423
midpoint,axis_v01,24.8505
midpoint,axis_v01,23.5995
midpoint,axis_v01,78.048
midpoint,axis_v01,87.8292
midpoint,axis_v01,78.5511
midpoint,axis_v01,88.7143
midpoint,axis_v01,72.9868
midpoint,axis_v01,22.8714
midpoint,axis_v01,82.0629
midpoint,axis_v01,7.0191
midpoint,axis_v01,82.5832
midpoint,axis_v01,12.9724
midpoint,axis_v01,79.0771
midpoint,axis_v01,7.4275
midpoint,axis_v01,3.8421
midpoint,axis_v01,44.8564
midpoint,axis_v01,3.0958
midpoint,axis_v01,3.7822
midpoint,axis_v01,3.9588
midpoint,axis_v01,82.8324
midpoint,axis_v01,85.0506
midpoint,axis_v01,9.0998
midpoint,axis_v01,23.3774
midpoint,axis_v01,2.683
midpoint,axis_v01,8.1371
midpoint,axis_v01,59.1409
midpoint,axis_v01,89.1537
midpoint,axis_v01,81.2944
midpoint,axis_v01,81.3588
midpoint,axis_v01,76.0741
midpoint,axis_v01,78.4214
midpoint,axis_v01,70.7098
midpoint,axis_v01,89.9742
midpoint,axis_v01,86.2592
midpoint,axis_v01,33.9284
midpoint,axis_v01,68.3557
midpoint,axis_v01,12.0087
midpoint,axis_v01,22.8547
midpoint,axis_v01,16.1384
midpoint,axis_v01,1.2237
midpoint,axis_v01,27.0235
midpoint,axis_v01,2.6004
midpoint,axis_v01,8.8428
midpoint,axis_v01,8.6156
midpoint,axis_v01,51.9408
midpoint,axis_v01,89.5291
midpoint,axis_v01,71.3522
midpoint,axis_v01,22.7431
midpoint,axis_v01,88.9916
midpoint,axis_v01,89.9209
midpoint,axis_v01,74.7399
midpoint,axis_v01,19.2517
midpoint,axis_v01,89.5968
midpoint,axis_v01,25.4218
midpoint,axis_v01,55.0647
midpoint,axis_v01,89.9568
midpoint,axis_v01,89.7314
midpoint,axis_v01,69.8627
midpoint,axis_v01,10.9317
midpoint,axis_v01,75.5897
midpoint,axis_v01,6.4554
midpoint,axis_v01,55.6683
midpoint,axis_v01,89.6725
midpoint,axis_v01,19.4965
midpoint,axis_v01,3.6472
midpoint,axis_v01,85.3191
midpoint,axis_v01,14.017
midpoint,axis_v01,8.2571
midpoint,axis_v01,51.2667
midpoint,axis_v01,27.5418
midpoint,axis_v01,69.3084
midpoint,axis_v01,7.1175
midpoint,axis_v01,85.5625
midpoint,axis_v01,27.1191
midpoint,axis_v01,82.2304
midpoint,axis_v01,83.1385
midpoint,axis_v01,56.171
midpoint,axis_v01,3.2839
midpoint,axis_v01,24.4617
midpoint,axis_v01,81.3585
midpoint,axis_v01,42.6716
midpoint,axis_v01,8.8424
midpoint,axis_v01,67.8468
midpoint,axis_v01,63.374
midpoint,axis_v01,88.341
midpoint,axis_v01,88.6409
midpoint,axis_v01,89.6134
midpoint,axis_v01,8.8549
midpoint,axis_v01,88.9906
midpoint,axis_v01,81.557
midpoint,axis_v01,60.9959
midpoint,axis_v01,56.6939
midpoint,axis_v01,23.1357
midpoint,axis_v01,40.7471
midpoint,axis_v01,80.448
midpoint,axis_v01,44.8778
midpoint,axis_v01,51.1595
midpoint,axis_v01,3.1269
midpoint,axis_v01,10.1145
midpoint,axis_v01,4.9238
midpoint,axis_v01,15.9923
midpoint,axis_v01,39.0731
midpoint,axis_v01,83.3937
midpoint,axis_v01,49.9797
midpoint,axis_v01,70.7521
midpoint,axis_v01,88.7689
midpoint,axis_v01,21.3784
midpoint,axis_v01,86.2875
midpoint,axis_v01,37.8019
midpoint,axis_v01,77.568
midpoint,axis_v01,9.5554
midpoint,axis_v01,31.5697
midpoint,axis_v01,6.0562
midpoint,axis_v01,14.3891
midpoint,axis_v01,75.6066
midpoint,axis_v01,89.6454
midpoint,axis_v01,4.9105
midpoint,axis_v01,11.3711
midpoint,axis_v01,6.1614
midpoint,axis_v01,67.9403
midpoint,axis_v01,29.996
midpoint,axis_v01,76.5672
midpoint,axis_v01,4.4836
midpoint,axis_v01,73.5989
midpoint,axis_v01,37.7305
midpoint,axis_v01,12.2016
midpoint,axis_v01,38.3081
midpoint,axis_v01,84.6091
midpoint,axis_v01,10.0508
midpoint,axis_v01,55.3271
midpoint,axis_v01,6.1117
midpoint,axis_v01,88.4497
midpoint,axis_v01,88.2701
midpoint,axis_v01,3.3778
midpoint,axis_v01,14.448
midpoint,axis_v01,2.3844
midpoint,axis_v01,54.6961
midpoint,axis_v01,3.9292
midpoint,axis_v01,12.5042
midpoint,axis_v01,88.8601
midpoint,axis_v01,12.7887
midpoint,axis_v01,5.1429
midpoint,axis_v01,18.5391
midpoint,axis_v01,10.7329
midpoint,axis_v01,19.8687
midpoint,axis_v01,65.3034
midpoint,axis_v01,7.3111
midpoint,axis_v01,87.9
midpoint,axis_v01,11.4324
midpoint,axis_v01,16.7808
midpoint,axis_v01,16.7542
midpoint,axis_v01,66.1685
midpoint,axis_v01,77.0474
midpoint,axis_v01,77.6978
midpoint,axis_v01,62.227
midpoint,axis_v01,72.4548
midpoint,axis_v01,61.2228
midpoint,axis_v01,12.6441
midpoint,axis_v01,82.591
midpoint,axis_v01,39.6306
midpoint,axis_v01,36.7091
midpoint,axis_v01,12.1001
midpoint,axis_v01,33.4326
midpoint,axis_v01,49.4753
midpoint,axis_v01,67.8417
midpoint,axis_v01,37.8836
midpoint,axis_v01,83.2812
midpoint,axis_v01,82.5417
